mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event	Great_Ape_mean_branch_length_nuc	Ape_mean_branch_length_nuc	Primates_mean_branch_length_nuc	Rodents_mean_branch_length_nuc	Euarchontoglires_mean_branch_length_nuc	Laurasiatheria_mean_branch_length_nuc	Great_Ape_media_branch_length_nuc	Ape_median_branch_length_nuc	Primates_median_branch_length_nuc	Rodents_median_branch_length_nuc	Euarchontoglires_median_branch_length_nuc	Laurasiatheria_median_branch_length_nuc
PIGO	0.0213366335935829	0.0074546013	0.0227606872641711	0.0090955202	0.0241653418124006	0.00635930047694754	0.00254372019077901	0.00813953488372093	0.00738188976377953	0.0025167463	0.0012398326	0.0061053916	0.044849306	0.035241679	3267	3145	3145	3145	3440	2032	9	0.016852146263911	0	0	0.00281689885714286	0.00353046493333333	0.0083295172125	0.0378073290583333	0.0198413887825	0.0154734342026316	0.0023993139	0.0022256295	0.0025160366	0.0298441201	0.0079054995	0.0059522508
PIGT	0.0211875000847458	0.0092740465	0.0190902817824859	0.0084032992	0.0331434489901605	0.0124287933713102	0.00414293112377007	0.00842223469960696	0.00716845878136201	0.000553735	0.0011026446	0.0057403268	0.0326742934	0.0559794412	1734	1931	1931	1603	1781	558	20	0.0201967892283791	0	0	0.00332914851428571	0.00383896783333333	0.0085405534275	0.0355577418454545	0.0203164772833333	0.0168634305073529	0.0011343185	0.0011542903	0.0026414937	0.028964899	0.0091366396	0.0084724937
PIGU	0.0144341729037433	0.0050281825	0.00668628291871658	0.0028811987	0.0230654761904762	0.00892857142857143	0.000744047619047619	0.00281954887218045	0.00257731958762887	2.1055e-06	0.002359666	0.0018179221	0.0185237903	0.0132838662	1305	1344	1344	1064	1064	388	20	0.0148809523809524	0	0	0.00176076287142857	0.00188447413333333	0.00563975136	0.0214236492833333	0.01177310058125	0.00882069532972973	0.0007667322	0.0015188693	0.0015942377	0.0180105642	0.0044253834	0.0041908107
PIGX	0.0232170380946309	0.0089744186	0.0297969882100671	0.0095771747	0.0248447204968944	0.00993788819875776	0.00496894409937888	0.00191938579654511	0.0202898550724638	2.31e-06	2.3824e-06	0.0050659782	0.0252041737	0.0334321499	663	805	805	575	521	345	3	0.00993788819875776	NA	NA	0.0033421016	0.00465680988888889	0.0108671238117647	0.04610287636	0.0240170173757143	0.01501037827	0.0015401015	0.0030837636	0.0050003226	0.0357611714	0.0110804348	0.0053969836
PIH1D2	0.0215088885647059	0.0074971864	0.0317812198641711	0.0101786484	0.0176165803108808	0.00725388601036269	0.00207253886010363	0.0152905198776758	0	0.0021233958	2.7179e-06	0.003192533	0.0430927406	0.0432001723	945	965	965	916	981	263	11	0.0103626943005181	0	0	0.00229916727142857	0.00258091971111111	0.0092325596875	0.0459573945333333	0.02334739212	0.0158685766644737	0.0021217144	0.0021221677	0.0031743513	0.0391493466	0.0077844539	0.0049361462
PIK3AP1	0.0234593980635838	0.009351446	0.0228049884757225	0.0093588342	0.0285477865122052	0.00827472072817542	0.00330988829127017	0	0.00909090909090909	0.001663174	0.000413714	0.0008379653	0.0473177146	0.0445218236	2409	2417	2417	2347	2365	660	10	0.0148944973107158	0	0	0.00244784982857143	0.00263116815555556	0.01237268607	0.0434803095	0.0256688775269231	0.0181061391046875	0.0008322704	0.0008327216	0.0030000584	0.027316855	0.0098232853	0.0066877868
PIK3C2A	0.0135747111754098	0.0049310802	0.0144834132273224	0.0055537368	0.021646773214647	0.00869917054420392	0.00182075662553105	0.00425187284875481	0.00774193548387097	0.0019752112	0.0009922938	0.0020136588	0.0199454022	0.0210214583	5064	4943	4943	4943	4939	1550	11	0.0135545215456201	0.000202306291725673	1	0.00219478182857143	0.00257200957777778	0.00609030810263158	0.0270093872666667	0.0143715339089744	0.00986942164864865	0.0017617835	0.0017707355	0.0020252575	0.0197601217	0.0064161753	0.004269489
PIK3C2B	0.0192268239371585	0.0081186366	0.0137865752224044	0.0067211218	0.0330630068621335	0.0066541900603036	0.0016635475150759	0.0068748772343351	0.00574476815757078	0.0021911154	0.0004157312	0.0033451405	0.031272978	0.036585916	4902	4809	4809	4800	5091	2437	1	0.016635475150759	0	0	0.00264401001428571	0.00323262436666667	0.0084454686	0.0335881835375	0.01916989630125	0.0182508983271429	0.0011009325	0.0022039744	0.002653627	0.0246352671	0.0077812838	0.0092016856
PIK3CA	0.010685839973545	0.0031128747	0.00137864488042328	2.5462e-06	0.00758075148319051	0.00823994726433751	0.000659195781147001	0.00365205843293493	0.00246153846153846	0.0003272859	0.0003271839	0.0009810235	0.0210087798	0.0105353208	3204	3034	3034	3012	3012	1625	3	0.003955174686882	0	0	0.001104856	0.00123903606666667	0.0052788492075	0.0245606629333333	0.01268937978625	0.00598951636052632	0.0003121449	0.0007350864	0.0009485794	0.0150519029	0.0044988694	0.0022021522
PIK3CB	0.0147275094358289	0.0041647315	0.00649582661604278	0.0024929701	0.0157213316892725	0.00524044389642417	0.00030826140567201	0.00776447751536719	0.00429645542427497	0.0009690274	0.0009708314	0.0017593096	0.0367837052	0.0166548995	3210	3244	3244	3091	3091	1862	3	0.0104808877928483	0	0	0.00113437795714286	0.00193348675555556	0.007001434375	0.02967987055	0.01740137716	0.00943486089605263	0.0009342703	0.0009346129	0.0015915104	0.0208518377	0.0059962092	0.0031226884
PIK3CG	0.0213821242160428	0.0076208851	0.0163175861245989	0.00564037	0.0266272189349112	0.00657462195923734	0.0029585798816568	0.00821827744904668	0.00866290018832392	0.0023531169	0.0003019956	0.004171572	0.0325285037	0.0919610521	3306	3042	3042	3042	3042	2655	7	0.014792899408284	0	0	0.00291400525714286	0.00331822923333333	0.0075066587125	0.0386444763875	0.0199760408275	0.0169646437040541	0.0022262973	0.0024407755	0.0027505603	0.0282768906	0.0087105934	0.0065686389
PIK3R1	0.0162786255684492	0.0063017071	0.00808505495668449	0.0035167635	0.0160897123354461	0.00633837152608484	0.00146270112140419	0.00545124167171411	0.00371747211895911	0.0023702648	0.0004668624	0.0028506279	0.0373897184	0.059407692	2172	2051	2051	1651	1651	269	5	0.0107264748902974	0	0	0.00191847238571429	0.00231744402222222	0.0065366181025	0.0346738975583333	0.01866329877375	0.0134286252157895	0.0004606139	0.0023091404	0.0018853587	0.0207326698	0.0067122304	0.0052433665
PIK3R4	0.0201336260016043	0.0067025733	0.00786315950481283	0.0029679774	0.0168765743073048	0.00579345088161209	0.00201511335012594	0.00962756523942235	0.000775795190069822	0.0020102803	0.0002571842	0.0020037429	0.054693629	0.0214812689	4074	3970	3970	3952	3947	1289	3	0.0105793450881612	0	0	0.0016583874	0.00192142694444444	0.0076678501725	0.0403626808375	0.0211409737425	0.0142536035621622	0.0004826301	0.0019611143	0.001997082	0.0237450481	0.0065148561	0.0053951047
PIK3R5	0.0257809960681564	0.0106800357	0.0219014262497207	0.0109955071	0.0317460317460317	0.0101010101010101	0.00396825396825397	0.00884599919581825	0.00548245614035088	0.0040594996	0.0005309084	0.0036942918	0.0349857709	0.0501515476	2628	2772	2772	2570	2487	912	17	0.0165945165945166	0	0	0.00388887847142857	0.00405046326666667	0.011449977625	0.0415549758458333	0.0241246402225	0.0222144138014706	0.001379119	0.0035733088	0.0042359258	0.0288457841	0.0090665956	0.0088614579
PIKFYVE	0.0164839670967914	0.0060080861	0.013951770528877	0.0054637655	0.0191133954384838	0.00530035335689046	0.00273048506264054	0.00578499116181906	0.00500751126690035	0.0011368384	0.0008107604	0.0025698396	0.0219241792	0.0319930184	6294	6226	6226	6226	6223	1997	2	0.0102794731769997	0.00016061676839062	1	0.00181449942857143	0.0020480446	0.0071452738925	0.0266577219458333	0.0145826285884615	0.0140856764144737	0.001114622	0.001429397	0.0014905247	0.0164199469	0.0057268652	0.0053089848
PIM2	0.0180926931480447	0.0060104833	0.016071950952514	0.0043003118	0.0144124168514412	0.00665188470066519	0	0.00415800415800416	0	0.003210646	2.2098e-06	0.0042765277	0.0403608738	0.0272150207	933	902	902	711	962	424	X	0.0110864745011086	0	0	0.00339630384285714	0.00299588467777778	0.0065158371575	0.0276078280166667	0.0151919583475	0.0136400654338235	0.0010728501	0.0028580238	0.0011145267	0.0187852043	0.006725898	0.0043921206
PIP4K2A	0.0181453356778378	0.0078177414	0.00279744667837838	2.3578e-06	0.0366088631984586	0.01252408477842	0	0.00401606425702811	0.010062893081761	2.3984e-06	0.0009353435	0.000930341	0.0371973102	0.0330814441	1080	1038	1038	996	996	795	10	0.0240847784200385	0	0	0.00179480531428571	0.00184648901111111	0.0073832670225	0.0303728863590909	0.0172036715115385	0.0145455778108108	0.0009603327	0.000961531	0.001885335	0.0221242276	0.0077539617	0.0066194159
PIP4K2B	0.0136785821728814	0.0059254347	0.00196070401920904	2.2449e-06	0.0201834862385321	0.00642201834862385	0.00458715596330275	0.00989119683481701	0.0037037037037037	0.0048220279	0.0007961616	0.0015998905	0.0277746365	0.0197954804	1248	1090	1090	1271	1011	810	17	0.0119266055045872	0	0	0.00218633084285714	0.00232872255555556	0.00612396925	0.0301854987909091	0.0156825159948718	0.0119451958382353	0.000801113	0.001604368	0.0016477282	0.021940574	0.0067204053	0.0050506088
PIP5K1B	0.0193563707435754	0.0068056972	0.00892416152513966	0.0031829926	0.0191358024691358	0.00925925925925926	0.00555555555555556	0	0.00778210116731518	0.0018752749	0.0025186445	0.0051483316	0.0237173467	0.0190415082	1620	1620	1620	1620	1617	1028	9	0.00987654320987654	0	0	0.00301895695714286	0.00318399161111111	0.00689999522894737	0.0316787186416667	0.0183757353948718	0.0153065913971429	0.0018567383	0.0024774567	0.0025079135	0.0214255898	0.0080871455	0.005774572
PIP5KL1	0.0269212481629834	0.0083770716	0.0367045374027624	0.0092333513	0.0220228384991843	0.00489396411092985	0.0032626427406199	0.0062111801242236	0.0082815734989648	0.0041918188	2.2142e-06	0.0070941097	0.0726096779	0.0349170432	1182	1226	1226	887	966	483	9	0.0130505709624796	0	0	0.00333756558571429	0.00335370007777778	0.0086075004	0.0541414832909091	0.02672682105	0.0225167995111111	0.0030835759	0.0025594849	0.0025651506	0.0413472738	0.0098795096	0.0082801224
PIPOX	0.0263507792391534	0.010695658	0.0356023748375661	0.0148236538	0.0421455938697318	0.010536398467433	0	0.0192660550458716	0.0194444444444444	0.0008605487	0.0008603759	0.0060787356	0.0350439765	0.0460685449	1170	1044	1044	928	1090	720	17	0.0239463601532567	0	0	0.00420470777142857	0.00432155238888889	0.012783826545	0.0490494717166667	0.02694128931125	0.0189960112723684	0.0017139329	0.0017144526	0.0038511433	0.0374587072	0.0148139302	0.0069042172
PIR	0.0202636934756906	0.0075417068	0.0158889881878453	0.0045251893	0.0197183098591549	0.00563380281690141	0.00140845070422535	0.00126103404791929	0.0149253731343284	0.0023363512	0.0011654337	0.0059156294	0.0174874641	0.0329103734	870	710	710	664	793	536	X	0.00704225352112676	0	0	0.00230807647142857	0.00269764798888889	0.0144586743	0.0259724069166667	0.01761367246875	0.0170575212573529	0.0011497852	0.0023046346	0.0023423176	0.0212647476	0.0071489119	0.0073423636
PITHD1	0.0123709214084746	0.0041614538	0.00433116570960452	2.1612e-06	0.0119047619047619	0.00595238095238095	0	0.00297619047619048	0	0.0048017157	0.0063875283	2.1646e-06	0.0367913438	0.0049197423	633	336	336	336	336	257	1	0.00892857142857143	0	0	0.00445519036	0.00341988891428571	0.00517647896315789	0.0190341920541667	0.0115922973615385	0.00741608178181818	0.004794572	0.0015910712	0.00159801	0.011536291	0.0048408412	0.0034646858
PITPNB	0.0118863984367568	0.0039127162	0.00410154825081081	2.4447e-06	0.00625	0	0	0.00675675675675676	0.00486223662884927	2.8674e-06	0.0013526637	0.0028024704	0.0169539185	0.0144374161	753	800	800	740	740	617	22	0.00375	0	0	0.00190638232857143	0.00192725534444444	0.0041530671225	0.0248407298958333	0.0118823972475	0.0106158093027027	0.0013299542	0.0013964256	0.0021615016	0.0164826549	0.0043045695	0.0032147026
PITPNC1	0.0168044798994595	0.0074874733	0.00796504068162162	0.0040929718	0.0169765561843169	0.00404203718674212	0.000808407437348424	0.00928505106778087	0.0111731843575419	0.0010571591	0.0021203322	0.0031906374	0.0097193513	0.0234378586	948	1237	1237	745	1077	537	17	0.0113177041228779	0	0	0.00140320605714286	0.00164746174444444	0.0107798054394737	0.0315906904333333	0.017278616151282	0.0134615422960526	0.0010555948	0.0010555948	0.0021591121	0.0178128798	0.007140734	0.0067002307
PIWIL2	0.0189798365582011	0.0077216264	0.0230936103968254	0.0094792232	0.0305471634776771	0.00503524672708963	0.00302114803625378	0.00570613409415121	0.00840879689521345	0.0018037189	0.0006876315	0.002942154	0.0294140682	0.0259384152	2913	2979	2979	2811	2804	1546	8	0.0201409869083585	0.000335683115139308	1	0.00284606144285714	0.00397228702222222	0.0091821533525	0.0327980796208333	0.01932579294625	0.0130432763802632	0.0017107995	0.0023233445	0.0035709242	0.020642703	0.0083353945	0.0061795182
PIWIL4	0.0301833905751381	0.010707227	0.037026174918232	0.0156601615	0.0318336162988115	0.00764006791171477	0.00424448217317487	0.0130584192439863	0.00736196319018405	0.001993713	2.6122e-06	0.0040280207	0.0419241225	0.0565861668	2556	2356	2356	2355	2910	815	11	0.0144312393887946	0	0	0.00310822717142857	0.00342855597777778	0.0111380197342105	0.0580504529958333	0.0302360629102564	0.0292394225864865	0.0019675121	0.0027517637	0.0035710813	0.0410031396	0.0105641918	0.0099176512
PKD2	0.0216723481597484	0.0069358056	0.0145640305	0.0045957517	0.0271447721179625	0.0056970509383378	0.00268096514745308	0.0109001406469761	0.00304259634888438	0.0008684017	0.0004506953	0.0017505187	0.03650732	0.0261820556	2289	2984	2984	2757	2844	986	4	0.0160857908847185	0	0	0.00200818511428571	0.00219664173333333	0.0122549531605263	0.04253339912	0.0222918116986486	0.0221692372464286	0.0013148063	0.0016114034	0.0022163351	0.0330741871	0.0068881602	0.0062796014
PKD2L1	0.0214727843861878	0.0084845933	0.0265882153447514	0.0104716303	0.0424426158510178	0.0125595495885665	0.00346470333477696	0	0.00688298918387414	0.0012979468	0.0012969835	0.0044006715	0.0319349048	0.0330054674	2307	2309	2309	2180	2143	1017	10	0.0246860112602858	0	0	0.00313576307142857	0.00362260878888889	0.0124801530525	0.04430761596	0.0237144621473684	0.0173074275842105	0.0013024179	0.0017382824	0.0032166679	0.0357521096	0.0086231144	0.0082364814
PKD2L2	0.020727823932973	0.0065766463	0.0420696024475676	0.0149445071	0.0205338809034908	0.00770020533880903	0.00102669404517454	0.0113390928725702	0.00450958286358512	0.0016997262	0.0016427055	0.0022002202	0.0519240212	0.0317269154	1866	1948	1948	2120	1852	887	5	0.0128336755646817	0	0	0.00269935578571429	0.00329981361111111	0.00714343467	0.0440217418666667	0.01990191575125	0.0150239479430556	0.0016392871	0.0021480548	0.003009874	0.0397396635	0.0081572969	0.0046468906
PKN2	0.0105524841185792	0.003750086	0.00891451072786885	0.0033154397	0.017139090309822	0.0042847725774555	0.002636783124588	0.00555555555555556	0.00237154150197628	0.0020756021	2.12e-06	0.00282114	0.0274171066	0.0130466251	2904	3034	3034	2703	2700	1265	1	0.011206328279499	0.000659195781147001	2	0.00182085044285714	0.00332945071111111	0.004418691215	0.0226685385375	0.0108230334333333	0.0083312777375	0.0008509088	0.0016895195	0.0017538654	0.0159900982	0.0034955405	0.0035678488
PKP2	0.0278798344147541	0.010418497	0.0285676810251366	0.010765695	0.03228285933897	0.0130668716372022	0.00499615680245965	0.00681721346399659	0.0186246418338109	0.0025644441	0.0007379165	0.0017499077	0.0392832741	0.032946053	2475	2602	2602	2354	2347	1396	12	0.0149884704073789	0	0	0.00425660394	0.0075313902	0.0119965886842105	0.0485749236041667	0.02811634845	0.0275557560539474	0.0017580083	0.0026804755	0.0026101853	0.0361312231	0.0159001778	0.0072228366
PKP4	0.0132475946181818	0.0048007997	0.00555804209465241	0.0021981516	0.0350824587706147	0.00569715142428786	0.00239880059970015	0.00540216086434574	0.00791139240506329	0.001992017	0.0008442895	0.002763536	0.0258259969	0.0226388629	3573	3335	3335	3417	3332	1896	2	0.0248875562218891	0	0	0.00220909575714286	0.00234499857777778	0.00536706260526316	0.0223527105458333	0.0129178238602564	0.0109391626921053	0.0014737333	0.0014014069	0.0021031638	0.018848306	0.0058133501	0.0041761329
PLA1A	0.0251415631655367	0.0104563822	0.0310917173367232	0.0140895362	0.0326996197718631	0.0106463878326996	0.00380228136882129	0.0114942528735632	0.018348623853211	0.0029648302	2.1139e-06	0.007414534	0.038443386	0.0278418812	1368	1315	1315	1217	1305	109	3	0.0152091254752852	0	0	0.00400987121428571	0.00468610703333333	0.013097608	0.0457857728291667	0.026458943801282	0.0187284565083333	0.0024733954	0.0029315695	0.0038230829	0.0345431026	0.0119645497	0.0077052874
PLA2G3	0.0381643950235294	0.013128689	0.0503858939860963	0.0209256021	0.0439770554493308	0.0140216698534098	0.00446144040790312	0.00856389986824769	0.0111524163568773	0.0065224054	0.0020364606	0.0054855034	0.0454950661	0.0528861935	1536	1569	1569	1661	1518	538	22	0.0254939451880178	0	0	0.00527030988571429	0.00596456828888889	0.015886506315	0.0611254818625	0.03475377772625	0.0304440922302632	0.0033627277	0.0053300322	0.0055112833	0.041615301	0.0132971597	0.0095751191
PLA2G4A	0.0189413754893048	0.0062831872	0.0129166262395722	0.0058641427	0.0235011990407674	0.00815347721822542	0.00143884892086331	0.0120076849183477	0.0117302052785924	0.0020055683	0.0009078041	0.0021824642	0.0373642197	0.0261014419	2247	2085	2085	2085	2082	682	1	0.0134292565947242	0	0	0.00198488681428571	0.00229230313333333	0.007351181805	0.0341573155041667	0.01893141544875	0.0169680815662162	0.0008917779	0.001740362	0.00257271	0.0208839419	0.0061813851	0.005230778
PLA2G4E	0.0273952018288136	0.0116187766	0.032170799540113	0.0160965616	0.0338283828382838	0.00742574257425743	0.00453795379537954	0.00653879686137751	0.00754005655042413	0.0023897782	0.0004299053	0.0049007226	0.0398493199	0.0393813934	2571	2424	2424	2479	2294	1061	15	0.0144389438943894	0	0	0.00376922652857143	0.00465343411111111	0.011414670735	0.0492964351791667	0.02587066045875	0.0233132337924242	0.0021823312	0.0040370226	0.0038789853	0.0314982045	0.0111207503	0.0104168288
PLA2G6	0.0236246228300546	0.0094848252	0.0288927323027322	0.0102370403	0.0358306188925081	0.00692182410423453	0.00447882736156352	0.00646551724137931	0.0072202166064982	0.0009339456	0.0017310703	0.0066871433	0.0338754412	0.0362281437	2415	2456	2456	2456	2320	1108	22	0.0256514657980456	0	0	0.00479269448571429	0.00496217586666667	0.0141976884722222	0.0440164276590909	0.0233455616986487	0.0179418533	0.0020936707	0.0024895613	0.0039931843	0.0320850617	0.0106841768	0.0084030362
PLA2G7	0.0336264112192513	0.0111767418	0.0557779548406417	0.0180986707	0.0392477514309076	0.0122649223221586	0.00408830744071954	0.0131147540983607	0.0227920227920228	0.0015588643	0.0015263966	0.0046956765	0.0562581971	0.0651195436	1317	1223	1223	1223	1220	351	6	0.0204415372035977	0	0	0.00195993104285714	0.00211836088888889	0.0117053246875	0.0779856344416667	0.03467174293875	0.0234103284081081	0.0015201817	0.0015200916	0.0031197582	0.0543170313	0.0138190982	0.0089088506
PLA2R1	0.0233049615187845	0.0086552908	0.0329618256005525	0.01281292	0.031981460023175	0.00718424101969873	0.00301274623406721	0.0114259597806216	0.00948905109489051	0.0021223229	0.0014083651	0.00392001	0.0565996242	0.0332175822	4284	4315	4315	4315	4376	1370	2	0.0187717265353418	0	0	0.00339219452857143	0.00395225123333333	0.0102901168075	0.0481979008666667	0.02512195339375	0.0165021268264706	0.0021060438	0.0021075036	0.003520118	0.0380573877	0.0101654369	0.0067927386
PLAA	0.0138003407625668	0.004073437	0.0129932138294118	0.0040244161	0.0191435768261965	0.00705289672544081	0.0035264483627204	0.00298864315600717	0.00293255131964809	0.0008476867	0.0004271055	0.0037464152	0.024506514	0.01650198	2385	1985	1985	1673	1673	341	9	0.0125944584382872	0	0	0.00175442458571429	0.00235489713333333	0.005394091875	0.0253011131636364	0.0122821718064103	0.00825499497368421	0.0008394385	0.0008394386	0.0016854926	0.0198589632	0.0047160167	0.0030479728
