mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
MED20	0.0336445558846561	0.0083322771	0.00821111742169312	2.3123e-06	0.0122249388753056	0.00733496332518337	0.00244498777506112	0	0.00457317073170732	0.0020190021	0.0020160669	0.0060903203	0.0262271468	0.0498549771	636	409	409	409	409	656	6	0.00733496332518337	0	0
MED23	0.0140452018610811	0.0046525927	0.00516719081351351	0.0018640955	0.0117873466442146	0.00577339427471734	0.00312725523213856	0.00641025641025641	0.00280755487493619	0.0011790309	0.0004865725	0.0038329955	0.0316557621	0.0187199304	4122	4157	4157	4038	3900	3918	6	0.00649506855905701	0	0
MED25	0.0271664	0.0104478256	0.00990989257790055	0.0038591848	0.0291942390035033	0.00389256520046711	0.00389256520046711	0.00194250194250194	0.00603968938740293	0.0039932362	0.0019961483	0.0022855773	0.047276879	0.0365264413	2142	2569	2569	2335	2574	2318	19	0.0167380303620086	0	0
MED28	0.0244110995240437	0.0102202058	0.0142052931912568	0.0068516741	0.0287253141831239	0.00538599640933573	0.00718132854578097	0	0.0103986135181976	0.0018533389	2.5851e-06	0.0037867845	0.0269986463	0.0287526385	534	557	557	366	180	577	4	0.0215439856373429	0	0
MED30	0.0169250692614973	0.0057592157	0.00611365894171123	2.3754e-06	0.0231404958677686	0.00826446280991736	0	0.0177865612648221	0.00757575757575758	2.873e-06	2.6333e-06	2.873e-06	0.0215705502	0.0301386907	534	605	605	264	506	264	8	0.0115702479338843	0	0
MED6	0.0128105811828877	0.0041544846	0.00841114643743316	2.9887e-06	0.018359853121175	0.00244798041615667	0.00367197062423501	0.00340136054421769	0.00357142857142857	0.0027620815	3.1424e-06	0.001370016	0.0301871416	0.0142308365	738	817	817	736	588	560	14	0.0134638922888617	0	0
MEDAG	0.0225629446723164	0.0088104912	0.0189927632096045	0.0079567979	0.0271739130434783	0.0108695652173913	0.00271739130434783	0.0117878192534381	0.0175763182238668	0.0024354887	0.0012118321	0.0024305275	0.0225134671	0.0328752248	906	736	736	509	509	1081	13	0.00815217391304348	0	0
MEF2A	0.0154076374663102	0.0053875636	0.00650848696042781	0.0025224533	0.0230813618003462	0.00346220427005193	0.00346220427005193	0.00163934426229508	0.00606520090978014	0.0022309695	0.0007453209	0.003737919	0.0081212526	0.0158176042	1368	1733	1733	1232	1220	1319	15	0.0115406809001731	0	0
MEF2C	0.00791240159417989	0.0027847787	0.00101885230846561	0	0.0118133490844654	0.00177200236266982	0	0.00330305532617671	0.00253378378378378	0.0006904408	2.0245e-06	2.2781e-06	0.035317406	0.0030286136	1449	1693	1693	1184	1211	1184	5	0.00767867690490254	0	0
MEFV	0.0368159805572973	0.01566019	0.0536398874832432	0.0235026132	0.0449043342444358	0.00859039437719641	0.00585708707536119	0.00333611342785655	0.00973654066437572	0.0057363743	0.0012929354	0.0091275274	0.0456263608	0.0765692014	2241	2561	2561	2582	2398	1746	16	0.0222569308863725	0	0
MEGF10	0.0197150290944751	0.0077266015	0.0138201604502762	0.0054891174	0.0301538461538462	0.0104615384615385	0.00153846153846154	0.0095413973530317	0.0080024622960911	0.0047419865	0.0020772419	NA	0.0337427	0.037653358	3396	3250	3250	3250	3249	3249	5	0.016	0	0
MEGF9	0.0222800578828025	0.0111478434	0.0323262921917197	0.0183337322	0.0176991150442478	0.00204220558202859	0.00340367597004765	0.00960878517501716	0.00661375661375661	0.001760184	2.3773e-06	NA	0.0212447012	0.0428436079	1701	1469	1469	1486	1457	756	9	0.00748808713410483	0	0
MEI1	0.0267068779779661	0.0088802345	0.0309920963819209	0.0119054373	0.0273359840954274	0.00670974155069582	0.00472166998011928	0.0132881709223554	0.00901364924027814	0.002235262	0.0005521659	0.0047476511	0.050325823	0.0461764326	3780	4024	4024	4080	3838	3883	22	0.0159045725646123	0	0
MEIG1	0.0128824610271186	0.004071492	0.00748038026158192	2.427e-06	0.0356083086053412	0.0326409495548961	0.00890207715133531	0	0.0119760479041916	0.0077319715	2.4991e-06	0.0077173061	0.0405341777	0.0041808894	264	337	337	167	167	167	10	0.00890207715133531	0	0
MEIOB	0.0247304037620112	0.0084995677	0.0300028646324022	0.0103717444	0.0298730395817774	0.00896191187453323	0.00373412994772218	0.003813882532418	0.00304645849200305	0.0056162705	2.4614e-06	0.0048658275	0.0201579816	0.0336116515	1326	1339	1339	1314	1311	1313	16	0.0149365197908887	0	0
MEIS1	0.00499037975519126	0.0014852765	0.00129418569781421	2.0341e-06	0.0202702702702703	0.00337837837837838	0	0.00181488203266788	0.000907441016333938	0.0007200113	0.000720025	0.0014500115	0.0092699905	0.01319833	1395	1184	1184	1150	1102	1102	2	0.0135135135135135	0	0
MEIS2	0.010126797228877	0.0022498322	0.00243212259358289	2.078e-06	0.0215366705471478	0.00407450523864959	0.00232828870779977	0	0.00235109717868339	0	0	0.0007022015	0.0113691145	0.0096152016	1431	1718	1718	1135	1324	1276	15	0.0122235157159488	0	0
MELK	0.0173774326349206	0.0057044958	0.0190791691084656	0.0074681807	0.0308139534883721	0.00930232558139535	0.00232558139534884	0.0123820754716981	0.00465116279069767	0.0006658189	0.0026549129	0.0036924421	0.0476053121	0.0242574541	1941	1720	1720	1781	1696	1720	9	0.0180232558139535	0	0
MEP1A	0.0300341004588235	0.0121673532	0.0475997364406417	0.0218659224	0.0334448160535117	0.00812231247013856	0.00286669851887243	0.0214752567693744	0.0098960910440376	0.0028813507	0.0004358023	0.0031628261	0.0579538474	0.054102196	2247	2093	2093	2183	2142	2021	6	0.0181557572861921	0	0
MEP1B	0.0314044628588235	0.0121944135	0.0534490104839572	0.0239977721	0.0310650887573964	0.0133136094674556	0.00394477317554241	0.00638193421698576	0.010968049594659	0.0035550879	0.0009612674	0.0034806085	0.0569750722	0.0354670812	2100	2028	2028	2028	2037	2097	18	0.0162721893491124	0	0
MERTK	0.031005956878453	0.0115379456	0.0304959048585635	0.0118670252	0.0299186991869919	0.0107317073170732	0.00585365853658537	0.0124326564442603	0.0103476821192053	0.0027442098	0.0009427638	0.0033050835	0.0458906622	0.0437543874	2865	3075	3075	2425	2413	2416	2	0.015609756097561	0	0
MEST	0.0160739217807487	0.0052386224	0.00519684873957219	2.4906e-06	0.0169109357384442	0.00450958286358512	0.00450958286358512	0.00115740740740741	0.00227531285551763	1.9359e-06	1.9359e-06	0.0010090137	0.0253685859	0.0229504701	984	887	887	864	864	879	7	0.0124013528748591	0	0
MET	0.0206520260588235	0.0068442542	0.0199261503363636	0.007671239	0.0234394275845053	0.00888230940044412	0.00197384653343203	0.00786203398427593	0.00707606772807683	0.0030661767	0.0004883363	0.0038061041	0.0386207873	0.0298350477	4146	4053	4053	4053	3943	3957	7	0.0128300024673082	0	0
METAP1	0.0176387378983425	0.0069890571	0.00423821975911602	2.8184e-06	0.0181644359464627	0.00478011472275335	0.00382409177820268	0.00496031746031746	0.00339750849377123	0.0035726298	2.2034e-06	0.0056784389	0.023283774	0.0158399408	1044	1046	1046	1030	1008	883	4	0.0133843212237094	0	0
METAP1D	0.0123016522508287	0.0044613559	0.012903627439779	0.0051781588	0.0180084745762712	0.00741525423728814	0.00317796610169492	0.00642054574638844	0.00674915635545557	0.004318542	2.851e-06	0.0010706174	0.0250805078	0.0160731062	969	944	944	1001	1246	889	2	0.0127118644067797	0	0
METAP2	0.0129639706597884	0.0038753148	0.00627208608306878	0.0028845164	0.0171428571428571	0.00897959183673469	0.00489795918367347	0.00484027105517909	0.00417536534446764	0.0007565117	0.0015064579	0.0022720797	0.0311408341	0.0109841865	1425	1225	1225	1240	1033	1437	12	0.00816326530612245	0	0
METTL1	0.0187734494513369	0.0056224577	0.0174766250636364	0.0053686464	0.027027027027027	0.0085995085995086	0.00122850122850123	0.0107317073170732	0.0115163147792706	0.0012195424	0.0024683393	0.0012298933	0.0375347479	0.0444994456	813	814	814	697	1025	521	12	0.0221130221130221	0	0
METTL11B	0.022657815726455	0.0083875959	0.0251670691915344	0.0094369452	0.0410396716826265	0.0205198358413133	0.0136798905608755	0.00969529085872576	0.00704225352112676	2.1557e-06	0.0011787769	0.0107730192	0.0101658166	0.0214253467	849	731	731	938	722	426	1	0.012311901504788	0	0
METTL14	0.0148105199540541	0.0049664125	0.00229540631189189	2.3064e-06	0.0118343195266272	0.00394477317554241	0.00493096646942801	0.007	0.00243013365735115	2.5518e-06	2.7801e-06	0.0033963357	0.0311608912	0.0069852088	1368	1014	1014	1050	1000	823	4	0.00690335305719921	0	0
METTL15	0.0231559743967213	0.0081125965	0.0313724612825137	0.0110484727	0.0387931034482759	0.00689655172413793	0.00431034482758621	0.00880503144654088	0.00909727081875437	0.0008435962	0.000824663	0.0060122628	0.0973309559	0.0466977265	1221	1160	1160	795	795	1429	11	0.025	0	0
METTL17	0.0269690200454545	0.0100590164	0.0345597420625668	0.0134771104	0.0332496863237139	0.0106649937264743	0.00439146800501882	0.0158465387823186	0.0147058823529412	0.0032809145	0.0007400879	0.004491022	0.0341810746	0.1101937775	1383	1594	1594	1509	1199	1088	14	0.0194479297365119	0	0
METTL21A	0.023973149657754	0.0073577892	0.025347487755615	0.0076555195	0.0334645669291339	0.0078740157480315	0.00590551181102362	0.00802139037433155	0.00522193211488251	0.0090525326	2.5223e-06	0.0035913827	0.0313221559	0.0134785693	654	1016	1016	495	374	383	2	0.0177165354330709	0	0
METTL21C	0.0362787759994709	0.0131276998	0.0405401915338624	0.0120289708	0.0394088669950739	0.00985221674876847	0.0123152709359606	0.00554016620498615	0.0072992700729927	0.0044591716	0.0014855689	0.0014806519	0.0470595461	0.0410752391	687	406	406	423	361	411	13	0.0246305418719212	0	0
METTL3	0.0111813483251337	0.0040617458	0.00608591886524064	0.0028934809	0.0211143695014663	0.00351906158357771	0.000586510263929619	0.00653167864141084	0.00326583932070542	0.000575351	0.0023190122	0.0011564717	0.0335908136	0.0216445697	1740	1705	1705	1551	1531	1531	14	0.0117302052785924	0	0
METTL4	0.0256548807187845	0.0060059945	0.032812989220442	0.0098356943	0.0289226319595083	0.0108459869848156	0.00795372378886479	0.0353477765108324	0.0137299771167048	0.0050971355	0.0014438452	0.0029079646	0.0458311788	0.0354409042	1416	1383	1383	877	877	874	18	0.0144613159797542	0	0
METTL5	0.0122461305444444	0.004158748	0.0101720865407407	0.0053343483	0.0153374233128834	0.00460122699386503	0.00306748466257669	0.00622406639004149	0.00315955766192733	0.0016198563	2.7093e-06	0.0049035809	0.0179923391	0.0178646948	627	652	652	634	482	633	2	0.00306748466257669	0	0
METTL8	0.022029101860221	0.00782239	0.0331277754364641	0.0118852596	0.023759608665269	0.010482180293501	0.00419287211740042	0.0137931034482759	0.00679694137638063	0.0025813989	2.6767e-06	0.0111795833	0.0408846436	0.0202661777	1185	1431	1431	1248	1015	1177	2	0.0139762403913347	0	0
METTL9	0.0115204379502732	0.0035817177	0.00178698985300546	2.0379e-06	0.0138364779874214	0.00125786163522013	0	0.0040650406504065	0.0068259385665529	2.6545e-06	2.1001e-06	2.146e-06	0.0139061757	0.0085657738	789	795	795	586	738	586	16	0.00880503144654088	0	0
MFN1	0.0147137725032086	0.0050301636	0.0111776353465241	0.0051547288	0.0194986072423398	0.00464252553389044	0.00278551532033426	0.003690036900369	0.004182156133829	0.0031806991	0.0013621027	0.0022677799	0.0219935561	0.0221229651	2214	2154	2154	2154	2168	2152	3	0.0120705663881151	0.000464252553389044	1
MFN2	0.0155805908827027	0.0069674458	0.00532205206162162	0.0020849773	0.0294384057971014	0.00407608695652174	0.0036231884057971	0.00858951175406872	0.0131340579710145	0.0039701037	2.3512e-06	0.0022000548	0.0270663763	0.0351812033	2271	2208	2208	2208	2212	2208	1	0.0194746376811594	0	0
MFSD1	0.0220132467661376	0.0079639519	0.0190248721047619	0.00806157	0.023142509135201	0.00791717417783191	0.00304506699147381	0.00902151283830673	0.0048582995951417	0.0007294556	0.0014583207	0.0008056102	0.043836194	0.0429652847	1395	1642	1642	1625	1441	1235	3	0.0133982947624848	0	0
MFSD11	0.019968387473545	0.0073949734	0.0132052016116402	0.0038174572	0.0187646598905395	0.00625488663017983	0.00390930414386239	0.00495867768595041	0.00459136822773186	0.0018036935	2.2581e-06	0.014057663	0.0229191001	0.026822731	1347	1279	1279	1179	1210	1089	17	0.00938232994526974	0	0
MFSD2A	0.0191208456802139	0.0085736638	0.0165005034251337	0.0075928336	0.023728813559322	0.00745762711864407	0.00406779661016949	0.00759668508287293	0.00279134682484299	0.0037976283	0.0044356492	0.0025400224	0.0365055904	0.0307707156	1587	1475	1475	1475	1448	1433	1	0.0149152542372881	0	0
MFSD6	0.0248009745637838	0.0087906045	0.0234568787259459	0.0085545663	0.0219737856592136	0.0111796453353894	0.0046260601387818	0.00753212228622065	0.00665004156275977	0.0017037836	0.0017044246	0.0030030128	0.0339115777	0.0664877432	2385	2594	2594	2250	2257	2406	2	0.0119506553585197	0	0
MGA	0.0156144918973262	0.0055436677	0.019420420942246	0.0063150577	0.021020282728949	0.00405654578979717	0.000860479409956976	0.00359400173503532	0.00691048267063576	0.0020750648	0.0005437324	0.0033321241	0.0241783265	0.0209709129	9186	8135	8135	8140	8069	9406	15	0.0125384142593731	0	0
MGAT4A	0.0172506516127072	0.006160092	0.0132825739712707	0.0057134654	0.01546738399462	0.00672494956287828	0.00537995965030262	0.00874243443174176	0.00672494956287828	0.0013202009	2.9193e-06	2.9193e-06	0.0237037664	0.0171284244	1605	1487	1487	1487	1487	1487	2	0.00874243443174176	0	0
MGAT4C	0.0327181933220126	0.0098375904	0.0298543115345912	2.2488e-06	0.0207006369426752	0.0106157112526539	0.00318471337579618	0.00332225913621262	0.0124740124740125	2.2654e-06	0.0037725063	2.2654e-06	0.0235661001	0.0038152081	273	1884	1884	1715	301	481	12	0.0138004246284501	0	0
MGEA5	0.0105863232693989	0.0036254555	0.00699556083770492	0.001966697	0.0152894066254095	0.00400436840189297	0.000364033491081179	0	0.0037202380952381	0.0014687066	0.0003603859	0.0022031516	0.0352360172	0.0118789141	2748	2747	2747	2415	2775	2688	10	0.00910083727702949	0	0
MGME1	0.0289032144449198	0.0096769274	0.0374361528620321	0.0142805237	0.0314192849404117	0.0075839653304442	0	0.00869565217391304	0.00905562742561449	0.0050012553	0.001987788	NA	0.0628476401	0.0498602449	1020	923	923	968	920	773	20	0.0184182015167931	0	0
MGST2	0.0311062643740541	0.0116463772	0.040874810547027	0.0143015468	0.0330097087378641	0.00388349514563107	0.00194174757281553	0.0395256916996047	0.0121951219512195	2.524e-06	2.6949e-06	NA	0.060872302	0.0449045774	432	515	515	434	253	82	4	0.0135922330097087	0	0
MGST3	0.025721410637037	0.0086230235	0.0228585949306878	0.0088303772	0.0271084337349398	0.0120481927710843	0	0.00303951367781155	0.0121580547112462	2.6781e-06	0	0	0.0329011926	0.037031031	456	332	332	329	329	329	1	0.0180722891566265	0	0
MIB1	0.0133682721296089	0.0047988196	0.00146849447039106	2.4191e-06	0.0159851301115242	0.00371747211895911	0.000371747211895911	0.00247963159759122	0.00150093808630394	0.001686997	0.0015967213	0.0010360398	0.018326011	0.0182210371	2991	2690	2690	2651	2823	2665	18	0.012639405204461	0.000371747211895911	1
MICU1	0.0146456818967213	0.005337857	0.0129463585874317	0.0066783516	0.0200970200970201	0.0103950103950104	0.00138600138600139	0.0101801096319499	0.00234925606891151	0.0014196111	2.2966e-06	0.0021599674	0.0343084735	0.0200469543	1431	1443	1443	1439	1277	1277	10	0.0138600138600139	0	0
MICU2	0.0218543697468927	0.007823382	0.0218172048180791	0.0078534138	0.0315706393054459	0.0126282557221784	0.00315706393054459	0.00244100895036615	0.00492206726825267	0.0020359495	2.5861e-06	NA	0.0368504171	0.0257475137	1074	1267	1267	1268	1229	1219	13	0.0149960536700868	0	0
MICU3	0.0122092055426035	0.0048641541	0.00906818942840237	0.0038028781	0.036085626911315	0.0073394495412844	0.0036697247706422	0.00699745547073791	0.00725851479620324	0.001544801	0.0008147829	NA	0.0105650346	0.0149402466	1272	1635	1635	1696	1572	1791	8	0.0171253822629969	0	0
MID1	0.0260648788524324	0.006175255	0.0095099185372973	2.6909e-06	0.0168024439918534	0.00254582484725051	0.00305498981670061	0.0909595119245702	0.00350672121566335	0.001473312	0.0004943705	0.0023087234	0.0975742995	0.0157266965	2001	1964	1964	1868	1803	1711	X	0.0106924643584521	0	0
MID2	0.00959418254648649	0.0038807853	0.00187965722378378	2.4728e-06	0.0120274914089347	0.00214776632302406	0.000859106529209622	0.00444197667962243	0.00444197667962243	2.8354e-06	2.8354e-06	0.0037779281	0.0132007079	0.0205509005	2145	2328	2328	1801	1801	1801	X	0.0077319587628866	0	0
MIEF1	0.016185918619337	0.0075009921	0.0066886560718232	0.0028258131	0.0384615384615385	0.00615384615384615	0.00461538461538462	0.00337837837837838	0.00675675675675676	0.0031086016	0.0007158049	NA	0.0181791479	0.0175534392	1389	1300	1300	1300	592	592	22	0.0238461538461538	0.000769230769230769	1
MIER1	0.0152288977037433	0.0032517142	0.0112751626390374	0.0025437588	0.0180360721442886	0.00734802939211757	0.00133600534402138	0.00397088021178028	0.00419287211740042	0.0012145706	2.7385e-06	0.0020701537	0.0265184201	0.0150678394	1659	1497	1497	1497	1511	1431	1	0.0120240480961924	0.000668002672010688	1
MIER3	0.016978765305291	0.0049768113	0.0108580585492063	0.0023786054	0.0183180682764363	0.00416319733555371	0.00249791840133222	0.0109335576114382	0.00505902192242833	0.001351719	0.0014621323	0.0047994574	0.0663500529	0.0212713117	1569	1201	1201	1273	1189	1186	5	0.0116569525395504	0	0
MINPP1	0.0200404980389189	0.0085664007	0.0255540715286487	0.01018682	0.0186298076923077	0.0078125	0.00300480769230769	0	0.0149253731343284	0.0034503759	0.0027582853	0.0013863923	0.0549211857	0.0507209504	1452	1664	1664	1093	1221	134	10	0.0132211538461538	0	0
MIOS	0.0146810282264865	0.0041875433	0.00510810894432432	0.0016044014	0.0210035005834306	0.00855698171917542	0.00233372228704784	0.00661221314663555	0.00363636363636364	0.0034685908	0.0012638494	0.0021252936	0.0255026245	0.0114732867	2625	2571	2571	2571	2571	1925	7	0.014002333722287	0	0
MIP	0.0171974973572192	0.0054755259	0.0131313366032086	0.0047709633	0.0251968503937008	0.0110236220472441	0	0.00737463126843658	0	0.0012736454	2.9203e-06	0.0038487525	0.0263642299	0.0103061856	789	635	635	737	678	451	12	0.0125984251968504	0	0
MIPOL1	0.0211096261801105	0.0081545206	0.032247394521547	0.0113306941	0.0201126307320998	0.00884955752212389	0.00402252614641995	0.0113207547169811	0.00359066427289048	0.0008101602	0.0008094919	0.0040794634	0.0493061025	0.0284361864	1323	1243	1243	1243	1060	557	14	0.0144810941271118	0	0
MIS18BP1	0.0317414880664865	0.0108149039	0.0539803289189189	0.0194598288	0.0267254038179148	0.00969162995594714	0.00234948604992658	0.00735048446374875	0.008	0.0035468179	0.000295938	0.0065707288	0.0680972464	0.0533103189	3396	3405	3405	3386	2993	375	14	0.0158590308370044	0	0
MITD1	0.0204146806737705	0.0068263101	0.0391030820005464	0.0135305849	0.0192307692307692	0.0144230769230769	0.00841346153846154	0.00596421471172962	0.00492610837438424	0.0014915557	2.1835e-06	2.1511e-06	0.0324024199	0.0368503315	747	832	832	814	503	203	2	0.0108173076923077	0	0
MITF	0.0146905151406417	0.0049100912	0.00764681528342246	0.0027761932	0.0264519838987924	0.00690051753881541	0.00402530189764232	0.0027906976744186	0.00950570342205323	0.0019428556	0.0013145883	0.0039176586	0.0173823294	0.0144330706	1563	1739	1739	1207	1075	526	3	0.0172512938470385	0.000575043128234618	1
MKKS	0.0271808445904762	0.0099364875	0.0350345993428571	0.0134039139	0.0287277701778386	0.0109439124487004	0.00547195622435021	0.0173031026252983	0.00900900900900901	0.0019312274	0.0018049187	0.0040911067	0.0413010725	0.0520180102	1710	2193	2193	1689	1676	111	20	0.0168718650250798	0	0
